회사명,거래소코드,회계년도,판매비와관리비(영업비용)(*)(천원),판매비와 관리비(물류원가 등 포함)(*)(IFRS)(천원)
SGC에너지(주),005090,2006/12,14408177,
SGC에너지(주),005090,2007/12,15730492,15730492
SGC에너지(주),005090,2008/12,17683168,17683168
SGC에너지(주),005090,2009/12,16951267,16951267
SGC에너지(주),005090,2010/12,18713937,18243312
SGC에너지(주),005090,2011/12,21681222,21681222
SGC에너지(주),005090,2012/12,23993141,23993141
SGC에너지(주),005090,2013/12,24028322,24028322
SGC에너지(주),005090,2014/12,25482465,25482465
SGC에너지(주),005090,2015/12,29074537,29074537
SGC에너지(주),005090,2016/12,29112296,29112296
SGC에너지(주),005090,2017/12,29578766,29578766
SGC에너지(주),005090,2018/12,26964203,26964203
SGC에너지(주),005090,2019/12,26465503,26465503
SGC에너지(주),005090,2020/12,1005671,1005671
SGC에너지(주),005090,2003/12,11252056,
SK이노베이션(주),096770,2008/12,1425162572,1425162572
SK이노베이션(주),096770,2009/12,1320469537,1320469537
SK이노베이션(주),096770,2010/12,1350157942,1343904809
SK이노베이션(주),096770,2011/12,344165284,344165284
SK이노베이션(주),096770,2012/12,340562344,340562344
SK이노베이션(주),096770,2013/12,328334498,328334498
SK이노베이션(주),096770,2014/12,377163994,377163994
SK이노베이션(주),096770,2015/12,460009786,460009786
SK이노베이션(주),096770,2016/12,342175183,342175183
SK이노베이션(주),096770,2017/12,449090719,449090719
SK이노베이션(주),096770,2018/12,465738507,465738507
SK이노베이션(주),096770,2019/12,473366109,473366109
SK이노베이션(주),096770,2020/12,614421417,614421417
SK이노베이션(주),096770,2007/12,742703805,742703805
SNT모티브(주),064960,2002/12,34856829,
SNT모티브(주),064960,2003/12,45328291,
SNT모티브(주),064960,2004/12,51638889,
SNT모티브(주),064960,2005/12,53420330,
SNT모티브(주),064960,2006/12,50722981,
SNT모티브(주),064960,2007/12,54848555,54848555
SNT모티브(주),064960,2008/12,54569055,54569055
SNT모티브(주),064960,2009/12,45714420,45714420
SNT모티브(주),064960,2010/12,50871744,50954572
SNT모티브(주),064960,2011/12,50465645,50465645
SNT모티브(주),064960,2012/12,45212132,45212132
SNT모티브(주),064960,2013/12,43842831,43842831
SNT모티브(주),064960,2014/12,46307938,46307938
SNT모티브(주),064960,2015/12,63164892,63164892
SNT모티브(주),064960,2016/12,48445840,48445840
SNT모티브(주),064960,2017/12,52479893,52479893
SNT모티브(주),064960,2018/12,45160297,45160297
SNT모티브(주),064960,2019/12,57566533,57566533
SNT모티브(주),064960,2020/12,44018326,44018326
SNT모티브(주),064960,2001/12,,
SNT중공업(주),003570,1981/12,1751103,
SNT중공업(주),003570,1983/12,3578336,
SNT중공업(주),003570,1984/12,3183371,
SNT중공업(주),003570,1985/12,3430089,
SNT중공업(주),003570,1986/12,3644756,
SNT중공업(주),003570,1987/12,4057963,
SNT중공업(주),003570,1988/12,5154465,
SNT중공업(주),003570,1989/12,6786778,
SNT중공업(주),003570,1990/12,8048651,
SNT중공업(주),003570,1991/12,9979783,
SNT중공업(주),003570,1992/12,10456034,
SNT중공업(주),003570,1993/12,9837874,
SNT중공업(주),003570,1994/12,11790827,
SNT중공업(주),003570,1995/12,14560369,
SNT중공업(주),003570,1996/12,16207089,
SNT중공업(주),003570,1997/12,36659669,
SNT중공업(주),003570,1998/12,,
SNT중공업(주),003570,1999/12,18696820,
SNT중공업(주),003570,2000/12,9181976,
SNT중공업(주),003570,2001/12,9016647,
SNT중공업(주),003570,2002/12,11771983,
SNT중공업(주),003570,2003/12,12493164,
SNT중공업(주),003570,2004/12,11495345,
SNT중공업(주),003570,2005/12,14791514,
SNT중공업(주),003570,2006/12,15578530,
SNT중공업(주),003570,2007/12,16227405,16227405
SNT중공업(주),003570,2008/12,18063338,18063338
SNT중공업(주),003570,2009/12,17700936,17700936
SNT중공업(주),003570,2010/12,23165842,23851266
SNT중공업(주),003570,2011/12,26714104,26714104
SNT중공업(주),003570,2012/12,27341453,27341453
SNT중공업(주),003570,2013/12,25442059,25442059
SNT중공업(주),003570,2014/12,23821240,23821240
SNT중공업(주),003570,2015/12,19409699,19409699
SNT중공업(주),003570,2016/12,20093112,20093112
SNT중공업(주),003570,1982/12,1563837,
SNT중공업(주),003570,2018/12,26190028,26190028
SNT중공업(주),003570,2019/12,15497861,15497861
SNT중공업(주),003570,2020/12,13346099,13346099
SNT중공업(주),003570,2017/12,59897456,59897456
STX엔진(주),077970,2005/12,24475559,
STX엔진(주),077970,2006/12,36268686,
STX엔진(주),077970,2007/12,48974351,48974351
STX엔진(주),077970,2008/12,53520234,53520234
STX엔진(주),077970,2009/12,53314501,56265538
STX엔진(주),077970,2010/12,74263090,74263090
STX엔진(주),077970,2004/12,15381662,
STX엔진(주),077970,2012/12,58827585,58827585
STX엔진(주),077970,2013/12,75045992,75045992
STX엔진(주),077970,2014/12,32228217,32228217
STX엔진(주),077970,2015/12,45122975,45122975
STX엔진(주),077970,2016/12,44679540,44679540
STX엔진(주),077970,2017/12,29981362,29981362
STX엔진(주),077970,2018/12,38853602,38853602
STX엔진(주),077970,2019/12,28240654,28240654
STX엔진(주),077970,2020/12,31292211,31292211
STX엔진(주),077970,2011/12,62616303,62616303
STX중공업(주),071970,2003/12,2752241,
STX중공업(주),071970,2004/12,3468353,
STX중공업(주),071970,2005/12,4028927,
STX중공업(주),071970,2006/12,9320897,
STX중공업(주),071970,2007/12,12759737,12759737
STX중공업(주),071970,2008/12,23088402,23088402
STX중공업(주),071970,2009/12,24914111,24914111
STX중공업(주),071970,2010/12,27842244,28364790
STX중공업(주),071970,2011/12,27477205,27477205
STX중공업(주),071970,2012/12,13006825,13006825
STX중공업(주),071970,2013/12,170535794,170535794
STX중공업(주),071970,2014/12,73139276,73139276
STX중공업(주),071970,2015/12,72401127,72401127
STX중공업(주),071970,2016/12,170107613,170107613
STX중공업(주),071970,2017/12,5485710,5485710
STX중공업(주),071970,2018/12,15005957,15005957
STX중공업(주),071970,2019/12,24026487,24026487
STX중공업(주),071970,2020/12,24643054,24643054
STX중공업(주),071970,2002/12,2095171,
가온전선(주),000500,1986/12,3378164,
가온전선(주),000500,1987/12,2958567,
가온전선(주),000500,1988/12,3468583,
가온전선(주),000500,1989/12,4453987,
가온전선(주),000500,1990/12,5437387,
가온전선(주),000500,1991/12,6313200,
가온전선(주),000500,1992/12,7550034,
가온전선(주),000500,1993/12,8375220,
가온전선(주),000500,1994/12,9213937,
가온전선(주),000500,1995/12,13178842,
가온전선(주),000500,1996/12,12822560,
가온전선(주),000500,1997/12,13299954,
가온전선(주),000500,1998/12,16526616,
가온전선(주),000500,1999/12,17563953,
가온전선(주),000500,2000/12,12560857,
가온전선(주),000500,2001/12,16352399,
가온전선(주),000500,2002/12,11771688,
가온전선(주),000500,2003/12,14255534,
가온전선(주),000500,2004/12,15908224,
가온전선(주),000500,2005/12,15668334,
가온전선(주),000500,1985/12,2596452,
가온전선(주),000500,2007/12,20230586,20230586
가온전선(주),000500,2008/12,21068859,21068859
가온전선(주),000500,2009/12,20443662,20443662
가온전선(주),000500,2010/12,21567116,21717361
가온전선(주),000500,2011/12,24998239,24998239
가온전선(주),000500,2012/12,31466980,31466980
가온전선(주),000500,2013/12,20037548,20037548
가온전선(주),000500,2014/12,28988135,28988135
가온전선(주),000500,2015/12,28067451,28067451
가온전선(주),000500,2016/12,24368087,24368087
가온전선(주),000500,2017/12,28476733,28476733
가온전선(주),000500,2018/12,29131459,29131459
가온전선(주),000500,2019/12,30719577,30719577
가온전선(주),000500,2020/12,33192625,33192625
가온전선(주),000500,2006/12,19242064,
강남제비스코(주),000860,1982/12,2463234,
강남제비스코(주),000860,1983/12,3000206,
강남제비스코(주),000860,1984/12,3384593,
강남제비스코(주),000860,1985/12,3624212,
강남제비스코(주),000860,1986/12,4065749,
강남제비스코(주),000860,1987/12,5616246,
강남제비스코(주),000860,1988/12,6916786,
강남제비스코(주),000860,1989/12,9218168,
강남제비스코(주),000860,1990/12,9357878,
강남제비스코(주),000860,1991/12,11616567,
강남제비스코(주),000860,1992/12,11503843,
강남제비스코(주),000860,1981/12,2091160,
강남제비스코(주),000860,1994/12,12892389,
강남제비스코(주),000860,1995/12,15063813,
강남제비스코(주),000860,1996/12,17431157,
강남제비스코(주),000860,1997/12,16265167,
강남제비스코(주),000860,1998/12,16845303,
강남제비스코(주),000860,1999/12,16264461,
강남제비스코(주),000860,2000/12,16521351,
강남제비스코(주),000860,2001/12,17286075,
강남제비스코(주),000860,2002/12,17726495,
강남제비스코(주),000860,2003/12,18604134,
강남제비스코(주),000860,2004/12,20083641,
강남제비스코(주),000860,2005/12,21411557,
강남제비스코(주),000860,1993/12,12712194,
강남제비스코(주),000860,2007/12,22530017,22530017
강남제비스코(주),000860,2008/12,22839727,22839727
강남제비스코(주),000860,2009/12,21871125,21871125
강남제비스코(주),000860,2010/12,22387409,21521544
강남제비스코(주),000860,2011/12,23372806,23372806
강남제비스코(주),000860,2012/12,24740441,24740441
강남제비스코(주),000860,2013/12,25104154,25104154
강남제비스코(주),000860,2014/12,24791574,24791574
강남제비스코(주),000860,2015/12,25872631,25872631
강남제비스코(주),000860,2016/12,28849445,28849445
강남제비스코(주),000860,2017/12,30638807,30638807
강남제비스코(주),000860,2018/12,30146103,30146103
강남제비스코(주),000860,2019/12,32903526,32903526
강남제비스코(주),000860,2020/12,30413431,30413431
강남제비스코(주),000860,2006/12,21899512,
경인전자(주),009140,1987/12,793960,
경인전자(주),009140,1988/12,1167558,
경인전자(주),009140,1989/12,1351254,
경인전자(주),009140,1990/12,1438419,
경인전자(주),009140,1991/12,1658144,
경인전자(주),009140,1992/12,1941235,
경인전자(주),009140,1993/12,1936860,
경인전자(주),009140,1994/12,2278698,
경인전자(주),009140,1995/12,2214721,
경인전자(주),009140,1996/12,2481572,
경인전자(주),009140,1997/12,2035931,
경인전자(주),009140,1998/12,2235816,
경인전자(주),009140,1999/12,2095952,
경인전자(주),009140,2000/12,2230251,
경인전자(주),009140,2001/12,1977171,
경인전자(주),009140,2002/12,2639016,
경인전자(주),009140,2003/12,2376058,
경인전자(주),009140,2004/12,2532790,
경인전자(주),009140,2005/12,1713293,
경인전자(주),009140,2006/12,1717311,
경인전자(주),009140,2007/12,1713082,1713082
경인전자(주),009140,2008/12,1429434,1429434
경인전자(주),009140,2009/12,1347859,1347859
경인전자(주),009140,2010/12,1534411,1440790
경인전자(주),009140,2011/12,1452764,1452764
경인전자(주),009140,2012/12,1604238,1604238
경인전자(주),009140,2013/12,1723687,1723687
경인전자(주),009140,2014/12,1769950,1769950
경인전자(주),009140,2015/12,1693334,1693334
경인전자(주),009140,2016/12,1618086,1618086
경인전자(주),009140,2017/12,1783120,1783120
경인전자(주),009140,2018/12,1892014,1892014
경인전자(주),009140,2019/12,1819067,1819067
경인전자(주),009140,2020/12,1876727,1876727
경인전자(주),009140,1986/12,801750,
계룡건설산업(주),013580,1986/12,2865266,
계룡건설산업(주),013580,1987/12,3133772,
계룡건설산업(주),013580,1988/12,2938428,
계룡건설산업(주),013580,1989/12,3329726,
계룡건설산업(주),013580,1990/12,6374449,
계룡건설산업(주),013580,1985/12,1956953,
계룡건설산업(주),013580,1992/12,9162641,
계룡건설산업(주),013580,1993/12,8316343,
계룡건설산업(주),013580,1994/12,11484401,
계룡건설산업(주),013580,1995/12,10423924,
계룡건설산업(주),013580,1996/12,13358619,
계룡건설산업(주),013580,1997/12,11951114,
계룡건설산업(주),013580,1998/12,12168088,
계룡건설산업(주),013580,1999/12,15436631,
계룡건설산업(주),013580,2000/12,17127543,
계룡건설산업(주),013580,2001/12,17283796,
계룡건설산업(주),013580,2002/12,19428531,
계룡건설산업(주),013580,2003/12,23554873,
계룡건설산업(주),013580,2004/12,23132736,
계룡건설산업(주),013580,2005/12,31575016,
계룡건설산업(주),013580,2006/12,50423722,
계룡건설산업(주),013580,2007/12,49002978,49002978
계룡건설산업(주),013580,2008/12,52410676,52410676
계룡건설산업(주),013580,2009/12,55103550,55103550
계룡건설산업(주),013580,2010/12,63441525,62703149
계룡건설산업(주),013580,2011/12,63151065,63151065
계룡건설산업(주),013580,2012/12,56545245,56545245
계룡건설산업(주),013580,2013/12,132385722,132385722
계룡건설산업(주),013580,2014/12,80732274,80732274
계룡건설산업(주),013580,2015/12,43372215,43372215
계룡건설산업(주),013580,2016/12,42612165,42612165
계룡건설산업(주),013580,2017/12,64892052,64892052
계룡건설산업(주),013580,2018/12,58524232,58524232
계룡건설산업(주),013580,2019/12,52011089,52011089
계룡건설산업(주),013580,2020/12,61556866,61556866
계룡건설산업(주),013580,1991/12,7075022,
계양전기(주),012200,1986/12,1018883,
계양전기(주),012200,1987/12,1321441,
계양전기(주),012200,1988/12,1858981,
계양전기(주),012200,1989/12,2550132,
계양전기(주),012200,1985/12,787348,
계양전기(주),012200,1991/12,4568229,
계양전기(주),012200,1992/12,5246404,
계양전기(주),012200,1993/12,5977657,
계양전기(주),012200,1994/12,8320046,
계양전기(주),012200,1995/12,9210329,
계양전기(주),012200,1990/12,3477852,
계양전기(주),012200,1997/12,11129373,
계양전기(주),012200,1998/12,10539843,
계양전기(주),012200,1999/12,11687505,
계양전기(주),012200,2000/12,11378756,
계양전기(주),012200,2001/12,12446164,
계양전기(주),012200,2002/12,14295969,
계양전기(주),012200,2003/12,15842100,
계양전기(주),012200,2004/12,15986494,
계양전기(주),012200,2005/12,15990416,
계양전기(주),012200,2006/12,16598993,
계양전기(주),012200,2007/12,23654598,23654598
계양전기(주),012200,2008/12,25863585,25863585
계양전기(주),012200,2009/12,26200395,26200395
계양전기(주),012200,2010/12,30814469,30732870
계양전기(주),012200,2011/12,31159435,31159435
계양전기(주),012200,2012/12,37993891,37993891
계양전기(주),012200,2013/12,40236790,40236790
계양전기(주),012200,2014/12,46894949,46894949
계양전기(주),012200,2015/12,47171932,47171932
계양전기(주),012200,2016/12,51062113,51062113
계양전기(주),012200,2017/12,54771366,54771366
계양전기(주),012200,2018/12,56392539,56392539
계양전기(주),012200,2019/12,54635145,54635145
계양전기(주),012200,2020/12,52443911,52443911
계양전기(주),012200,1996/12,9393522,
고려산업(주),002140,1986/12,4996684,
고려산업(주),002140,1987/12,6671010,
고려산업(주),002140,1988/12,7707431,
고려산업(주),002140,1989/12,8865503,
고려산업(주),002140,1990/12,11051879,
고려산업(주),002140,1991/12,13565014,
고려산업(주),002140,1992/12,17109742,
고려산업(주),002140,1993/12,17543334,
고려산업(주),002140,1994/12,16834005,
고려산업(주),002140,1995/12,19111124,
고려산업(주),002140,1996/12,23171067,
고려산업(주),002140,1997/12,24664955,
고려산업(주),002140,1998/12,24281107,
고려산업(주),002140,1999/12,23318350,
고려산업(주),002140,2000/12,19922882,
고려산업(주),002140,2001/12,25926611,
고려산업(주),002140,2002/12,18023562,
고려산업(주),002140,2003/12,16191457,
고려산업(주),002140,2004/12,10930277,
고려산업(주),002140,2005/12,11949872,
고려산업(주),002140,2006/12,12876194,
고려산업(주),002140,2007/12,14332066,14332066
고려산업(주),002140,2008/12,13743685,13743685
고려산업(주),002140,2009/12,13276179,13276179
고려산업(주),002140,2010/12,16013393,15721441
고려산업(주),002140,2011/12,15626050,15626050
고려산업(주),002140,2012/12,17240483,17240483
고려산업(주),002140,2013/12,18556451,18556451
고려산업(주),002140,2014/12,17471111,17471111
고려산업(주),002140,2015/12,21386628,21386628
고려산업(주),002140,2016/12,22366594,22366594
고려산업(주),002140,2017/12,21167534,21167534
고려산업(주),002140,2018/12,19647722,19647722
고려산업(주),002140,2019/12,21687737,21687737
고려산업(주),002140,2020/12,20183508,20183508
고려산업(주),002140,1985/12,3884338,
고려아연(주),010130,1986/12,2734023,
고려아연(주),010130,1987/12,3788824,
고려아연(주),010130,1988/12,4605055,
고려아연(주),010130,1989/12,5672912,
고려아연(주),010130,1990/12,6168537,
고려아연(주),010130,1991/12,5796303,
고려아연(주),010130,1992/12,6607979,
고려아연(주),010130,1993/12,7802711,
고려아연(주),010130,1994/12,10390914,
고려아연(주),010130,1995/12,11567496,
고려아연(주),010130,1996/12,11816596,
고려아연(주),010130,1997/12,16074227,
고려아연(주),010130,1998/12,23320059,
고려아연(주),010130,1999/12,19454785,
고려아연(주),010130,2000/12,20245865,
고려아연(주),010130,2001/12,29538043,
고려아연(주),010130,2002/12,28184858,
고려아연(주),010130,2003/12,28298304,
고려아연(주),010130,2004/12,25728755,
고려아연(주),010130,2005/12,27547031,
고려아연(주),010130,2006/12,35985748,
고려아연(주),010130,2007/12,43649462,43649462
고려아연(주),010130,2008/12,57444151,57444151
고려아연(주),010130,2009/12,51815528,51815528
고려아연(주),010130,2010/12,56582891,55616213
고려아연(주),010130,2011/12,65554338,65554338
고려아연(주),010130,2012/12,72304360,72304360
고려아연(주),010130,2013/12,72917720,72917720
고려아연(주),010130,2014/12,83108847,83108847
고려아연(주),010130,2015/12,95034118,95034118
고려아연(주),010130,2016/12,106457862,106457862
고려아연(주),010130,2017/12,101147874,101147874
고려아연(주),010130,2018/12,70497520,70497520
고려아연(주),010130,2019/12,73893298,73893298
고려아연(주),010130,2020/12,79011023,79011023
고려아연(주),010130,1985/12,2515927,
고려제강(주),002240,1982/12,9338505,
고려제강(주),002240,1983/12,9818084,
고려제강(주),002240,1984/12,10843401,
고려제강(주),002240,1985/12,10942831,
고려제강(주),002240,1986/12,12211743,
고려제강(주),002240,1987/12,11453614,
고려제강(주),002240,1988/12,12409395,
고려제강(주),002240,1989/12,12639172,
고려제강(주),002240,1990/12,13253524,
고려제강(주),002240,1991/12,14136967,
고려제강(주),002240,1992/12,16106152,
고려제강(주),002240,1993/12,17019324,
고려제강(주),002240,1994/12,19886532,
고려제강(주),002240,1995/12,23371301,
고려제강(주),002240,1996/12,22664850,
고려제강(주),002240,1997/12,27077501,
고려제강(주),002240,1998/12,36970365,
고려제강(주),002240,1999/12,33984880,
고려제강(주),002240,2000/12,34097585,
고려제강(주),002240,2001/12,33724003,
고려제강(주),002240,2002/12,38478892,
고려제강(주),002240,2003/12,40667786,
고려제강(주),002240,2004/12,44315187,
고려제강(주),002240,2005/12,42161842,
고려제강(주),002240,2006/12,36705346,
고려제강(주),002240,2007/12,39083978,39083978
고려제강(주),002240,2008/12,42175123,42175123
고려제강(주),002240,2009/12,37361571,37361571
고려제강(주),002240,2010/12,40781696,40491484
고려제강(주),002240,2011/12,45999615,45999615
고려제강(주),002240,2012/12,50145226,50145226
고려제강(주),002240,2013/12,51430435,51430435
고려제강(주),002240,2014/12,60549329,60549329
고려제강(주),002240,2015/12,58334272,58334272
고려제강(주),002240,2016/12,57308032,57308032
고려제강(주),002240,2017/12,55141661,55141661
고려제강(주),002240,2018/12,44287673,44287673
고려제강(주),002240,2019/12,44366062,44366062
고려제강(주),002240,2020/12,43513306,43513306
고려제강(주),002240,1981/12,9499442,
광동제약(주),009290,1987/12,5809013,
광동제약(주),009290,1988/12,4741983,
광동제약(주),009290,1989/12,7378417,
광동제약(주),009290,1990/12,10330524,
광동제약(주),009290,1991/12,14294088,
광동제약(주),009290,1992/12,15165698,
광동제약(주),009290,1993/12,16853836,
광동제약(주),009290,1994/12,20293475,
광동제약(주),009290,1995/12,25671563,
광동제약(주),009290,1996/12,27474641,
광동제약(주),009290,1997/12,27281831,
광동제약(주),009290,1998/12,20879138,
광동제약(주),009290,1999/12,20918607,
광동제약(주),009290,2000/12,49882533,
광동제약(주),009290,2001/12,33853812,
광동제약(주),009290,2002/12,38346079,
광동제약(주),009290,2003/12,43984740,
광동제약(주),009290,2004/12,55280788,
광동제약(주),009290,2005/12,66108017,
광동제약(주),009290,2006/12,70528578,
광동제약(주),009290,2007/12,79599425,79599425
광동제약(주),009290,2008/12,90669200,90669200
광동제약(주),009290,2009/12,87001208,87001208
광동제약(주),009290,2010/12,88135178,88174595
광동제약(주),009290,2011/12,94531291,94531291
광동제약(주),009290,2012/12,97286307,97286307
광동제약(주),009290,2013/12,124308892,124308892
광동제약(주),009290,2014/12,142149740,142149740
광동제약(주),009290,2015/12,165606235,165606235
광동제약(주),009290,2016/12,180571597,180571597
광동제약(주),009290,2017/12,189411866,189411866
광동제약(주),009290,2018/12,185817073,185817073
광동제약(주),009290,2019/12,195457907,195457907
광동제약(주),009290,2020/12,190965656,190965656
광동제약(주),009290,1986/12,5381061,
광전자(주),017900,1989/12,743989,
광전자(주),017900,1990/12,1000385,
광전자(주),017900,1992/12,1544931,
광전자(주),017900,1993/12,2097010,
광전자(주),017900,1994/12,2509050,
광전자(주),017900,1995/12,3404248,
광전자(주),017900,1996/12,3770649,
광전자(주),017900,1997/12,3756437,
광전자(주),017900,1998/12,5796423,
광전자(주),017900,1999/12,5071793,
광전자(주),017900,2000/12,6521655,
광전자(주),017900,2001/12,7407745,
광전자(주),017900,2002/12,7613342,
광전자(주),017900,2003/12,8505106,
광전자(주),017900,2004/12,10627739,
광전자(주),017900,2005/12,11086177,
광전자(주),017900,2006/12,11505742,
광전자(주),017900,2007/12,12547816,12547816
광전자(주),017900,2008/12,12814503,12814503
광전자(주),017900,2009/12,12152730,12152730
광전자(주),017900,2010/12,23021861,20256016
광전자(주),017900,2011/12,28692087,28692087
광전자(주),017900,2012/12,23173054,23173054
광전자(주),017900,2013/12,24958681,24958681
광전자(주),017900,2014/12,11597571,11597571
광전자(주),017900,2015/12,18564748,18564748
광전자(주),017900,2016/12,15645176,15645176
광전자(주),017900,2017/12,15994038,15994038
광전자(주),017900,2018/12,17226220,17226220
광전자(주),017900,2019/12,17661615,17661615
광전자(주),017900,2020/12,23105336,23105336
광전자(주),017900,1991/12,1490510,
교촌에프앤비(주),339770,2003/12,9790582,
교촌에프앤비(주),339770,2004/12,14140832,
교촌에프앤비(주),339770,2005/12,14587805,
교촌에프앤비(주),339770,2006/12,14119247,
교촌에프앤비(주),339770,2007/12,12483745,
교촌에프앤비(주),339770,2008/12,13634059,
교촌에프앤비(주),339770,2009/12,16620067,
교촌에프앤비(주),339770,2010/12,17046425,
교촌에프앤비(주),339770,2011/12,14752963,
교촌에프앤비(주),339770,2012/12,20153814,
교촌에프앤비(주),339770,2013/12,27009639,
교촌에프앤비(주),339770,2014/12,36575089,
교촌에프앤비(주),339770,2015/12,44897034,
교촌에프앤비(주),339770,2016/12,48333373,
교촌에프앤비(주),339770,2017/12,48638510,
교촌에프앤비(주),339770,2018/12,47826621,47826621
교촌에프앤비(주),339770,2019/12,46977390,46977390
교촌에프앤비(주),339770,2020/12,51596949,51596949
교촌에프앤비(주),339770,2002/12,3724600,
국도화학(주),007690,1987/12,1588346,
국도화학(주),007690,1988/12,1960297,
국도화학(주),007690,1989/12,1944786,
국도화학(주),007690,1986/12,1162236,
국도화학(주),007690,1991/12,3192236,
국도화학(주),007690,1992/12,4522993,
국도화학(주),007690,1993/12,4494391,
국도화학(주),007690,1994/12,7800505,
국도화학(주),007690,1995/12,9182321,
국도화학(주),007690,1996/12,8694642,
국도화학(주),007690,1997/12,9250951,
국도화학(주),007690,1998/12,9208678,
국도화학(주),007690,1999/12,10808858,
국도화학(주),007690,2000/12,11233699,
국도화학(주),007690,2001/12,11770696,
국도화학(주),007690,2002/12,14267152,
국도화학(주),007690,2003/12,16349329,
국도화학(주),007690,2004/12,17520049,
국도화학(주),007690,2005/12,19543091,
국도화학(주),007690,2006/12,18609463,
국도화학(주),007690,2007/12,22066858,22066858
국도화학(주),007690,2008/12,26201279,26201279
국도화학(주),007690,2009/12,26919311,26919311
국도화학(주),007690,2010/12,35082107,35268109
국도화학(주),007690,2011/12,30896981,30896981
국도화학(주),007690,2012/12,34863904,34863904
국도화학(주),007690,1990/12,2666588,
국도화학(주),007690,2014/12,42553283,42553283
국도화학(주),007690,2015/12,46984495,46984495
국도화학(주),007690,2016/12,48247082,48247082
국도화학(주),007690,2017/12,52100050,52100050
국도화학(주),007690,2018/12,55663483,55663483
국도화학(주),007690,2019/12,67034035,67034035
국도화학(주),007690,2020/12,74939181,74939181
국도화학(주),007690,2013/12,39628519,39628519
국제약품(주),002720,1983/03,2576042,
국제약품(주),002720,1984/03,3315846,
국제약품(주),002720,1985/03,4212622,
국제약품(주),002720,1986/03,3814445,
국제약품(주),002720,1987/03,3851576,
국제약품(주),002720,1988/03,4613748,
국제약품(주),002720,1989/03,5009539,
국제약품(주),002720,1990/03,5877158,
국제약품(주),002720,1991/03,8022948,
국제약품(주),002720,1981/12,2295947,
국제약품(주),002720,1993/03,8820829,
국제약품(주),002720,1994/03,9523355,
국제약품(주),002720,1995/03,12060962,
국제약품(주),002720,1996/03,13800554,
국제약품(주),002720,1997/03,15003069,
국제약품(주),002720,1998/03,12289719,
국제약품(주),002720,1999/03,9255972,
국제약품(주),002720,2000/03,10576911,
국제약품(주),002720,2001/03,15239281,
국제약품(주),002720,2002/03,22643020,
국제약품(주),002720,2003/03,29138589,
국제약품(주),002720,2004/03,31243223,
국제약품(주),002720,2005/03,36266140,
국제약품(주),002720,2006/03,39824209,
국제약품(주),002720,2007/03,44120998,44120998
국제약품(주),002720,2008/03,45038902,45038902
국제약품(주),002720,2009/03,53713380,53713380
국제약품(주),002720,2010/03,51379932,51379932
국제약품(주),002720,2011/03,56718951,50146488
국제약품(주),002720,2012/12,58339151,58339151
국제약품(주),002720,2013/12,44181960,44181960
국제약품(주),002720,2014/12,46537970,46537970
국제약품(주),002720,2015/12,47493285,47493285
국제약품(주),002720,2016/12,46526540,46526540
국제약품(주),002720,2017/12,47907749,47907749
국제약품(주),002720,2018/12,45370901,45370901
국제약품(주),002720,2019/12,46756523,46756523
국제약품(주),002720,2020/12,57953658,57953658
국제약품(주),002720,1992/03,8998195,
그랜드코리아레저(주),114090,2007/12,19872793,19872793
그랜드코리아레저(주),114090,2008/12,24673647,24673647
그랜드코리아레저(주),114090,2009/12,28780151,28780151
그랜드코리아레저(주),114090,2010/12,33811835,33463047
그랜드코리아레저(주),114090,2011/12,30616183,30616183
그랜드코리아레저(주),114090,2012/12,40076908,40076908
그랜드코리아레저(주),114090,2013/12,33551439,33551439
그랜드코리아레저(주),114090,2014/12,34288366,34288366
그랜드코리아레저(주),114090,2015/12,36580971,36580971
그랜드코리아레저(주),114090,2016/12,32137389,32137389
그랜드코리아레저(주),114090,2017/12,38204230,38204230
그랜드코리아레저(주),114090,2018/12,36747355,36747355
그랜드코리아레저(주),114090,2019/12,37299441,37299441
그랜드코리아레저(주),114090,2020/12,34712857,34712857
그랜드코리아레저(주),114090,2006/12,15025009,
그린케미칼(주),083420,2004/12,2144661,
그린케미칼(주),083420,2005/12,2497024,
그린케미칼(주),083420,2006/12,2908836,
그린케미칼(주),083420,2007/12,4273762,4273762
그린케미칼(주),083420,2008/12,4542529,4542529
그린케미칼(주),083420,2009/12,4727492,4727492
그린케미칼(주),083420,2010/12,5599597,5466074
그린케미칼(주),083420,2011/12,5727389,5727389
그린케미칼(주),083420,2012/12,5796716,5796716
그린케미칼(주),083420,2013/12,7212651,7212651
그린케미칼(주),083420,2003/12,1941954,
그린케미칼(주),083420,2015/12,8153950,8153950
그린케미칼(주),083420,2016/12,9182399,9182399
그린케미칼(주),083420,2017/12,9730803,9730803
그린케미칼(주),083420,2018/12,8053583,8053583
그린케미칼(주),083420,2019/12,7818967,7818967
그린케미칼(주),083420,2020/12,8494540,8494540
그린케미칼(주),083420,2014/12,7427092,7427092
극동유화(주),014530,1987/12,598565,
극동유화(주),014530,1989/12,1090531,
극동유화(주),014530,1990/12,1233413,
극동유화(주),014530,1991/12,1658111,
극동유화(주),014530,1992/12,1918446,
극동유화(주),014530,1993/12,2217944,
극동유화(주),014530,1994/12,2258082,
극동유화(주),014530,1995/12,2515434,
극동유화(주),014530,1996/12,2955026,
극동유화(주),014530,1997/12,3907658,
극동유화(주),014530,1998/12,4365928,
