종목코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"014830","유니드","78800","-200","-0.25","80000","80000","77800","49247","3873717700","700519628400","8889843"
"000910","유니온","7870","30","0.38","7820","7950","7770","203808","1603624710","122863441530","15611619"
"047400","유니온머티리얼","3830","50","1.32","3755","3865","3750","384134","1468254595","160860000000","42000000"
"011330","유니켐","1630","-10","-0.61","1630","1640","1580","912296","1465966215","111997859090","68710343"
"077500","유니퀘스트","10950","-150","-1.35","11050","11200","10950","93925","1035738800","299241326250","27327975"
"002920","유성기업","3605","0","0.00","3580","3660","3565","284754","1030793205","93540737500","25947500"
"000700","유수홀딩스","8120","-20","-0.25","8230","8230","7730","247518","1988151570","211459513440","26041812"
"003470","유안타증권","4500","55","1.24","4640","4700","4465","2245612","10194502805","898184592000","199596576"
"003475","유안타증권우","4930","-10","-0.20","5150","5150","4920","222324","1110453360","63657205160","12912212"
"011690","유양디앤유","2440","0","0.00","0","0","0","0","0","359254954280","147235637"
"072130","유엔젤","4095","65","1.61","4030","4100","3960","71324","286557760","54035384130","13195454"
"000220","유유제약","9910","280","2.91","9550","9910","9550","350924","3418748150","165850430240","16735664"
"000225","유유제약1우","16000","1400","9.59","14650","16000","14650","76635","1179534100","36270880000","2266930"
"000227","유유제약2우B","32400","1100","3.51","31250","32400","30850","10870","344606900","10548144000","325560"
"001200","유진투자증권","4770","185","4.03","4615","4825","4590","1325778","6270183990","462052813860","96866418"
"000100","유한양행","64400","500","0.78","64300","64800","64100","131591","8477044900","4506258559600","69972959"
"000105","유한양행우","61500","200","0.33","61900","61900","61200","1625","99560400","72627810000","1180940"
"003460","유화증권","2700","20","0.75","2720","2720","2680","73953","199530650","153096520500","56702415"
"003465","유화증권우","2745","10","0.37","2790","2790","2735","2639","7239215","47972786625","17476425"
"008730","율촌화학","22650","-250","-1.09","22800","23050","22200","134052","3024493700","561720000000","24800000"
"008250","이건산업","16300","-50","-0.31","16350","16700","16050","907942","14902263300","178527950500","10952635"
"025820","이구산업","4490","285","6.78","4285","4535","4260","2783429","12381810760","150154580000","33442000"
"214320","이노션","59000","-300","-0.51","59800","59900","58900","44702","2649254900","1180000000000","20000000"
"088260","이리츠코크렙","6180","10","0.16","6170","6190","6110","47890","294279530","391451026200","63341590"
"139480","이마트","155000","1000","0.65","155000","155500","154500","82613","12794009500","4320751945000","27875819"
"007660","이수페타시스","3650","-50","-1.35","3645","3720","3595","391096","1421347305","150629652700","41268398"
"005950","이수화학","12750","-450","-3.41","13000","13000","12600","851957","10874786250","335914853250","26346263"
"015020","이스타코","3730","365","10.85","3315","4010","3305","22990752","86151425785","159836468000","42851600"
"093230","이아이디","420","-9","-2.10","424","427","415","30974723","13006855658","324803867640","773342542"
"074610","이엔플러스","3520","25","0.72","3500","3530","3465","172302","604342140","166637359680","47340159"
"102460","이연제약","36500","4350","13.53","36400","39550","34250","20894862","778056340950","653671017500","17908795"
"084680","이월드","3565","30","0.85","3530","3570","3505","356595","1265406895","378388732805","106139897"
"350520","이지스레지던스리츠","5050","-10","-0.20","5070","5070","5040","49611","250407900","104030000000","20600000"
"334890","이지스밸류리츠","5010","15","0.30","4990","5020","4990","199514","999560565","120240000000","24000000"
"000760","이화산업","20300","0","0.00","20500","20600","20300","4175","84988900","56840000000","2800000"
"014990","인디에프","1415","-35","-2.41","1450","1480","1370","774789","1100594705","83390187925","58932995"
"101140","인바이오젠","3115","110","3.66","3030","3280","3030","982780","3115862125","160613751655","51561397"
"006490","인스코비","3000","-35","-1.15","3040","3060","2995","615833","1856685185","323237559000","107745853"
"023800","인지컨트롤스","23550","1150","5.13","22400","23700","22300","872634","20202261950","357021014400","15160128"
"034590","인천도시가스","28550","1200","4.39","27350","29300","27350","54825","1552178800","124899226700","4374754"
"129260","인터지스","4520","20","0.44","4545","4550","4410","452430","2032535760","134460390480","29747874"
"023810","인팩","12700","-200","-1.55","13000","13050","12300","98889","1243690950","127000000000","10000000"
"249420","일동제약","15400","-350","-2.22","15650","15750","15300","121633","1878758800","366570589000","23803285"
"000230","일동홀딩스","13900","0","0.00","13800","14250","13800","7358","102586650","160411560000","11540400"
"013360","일성건설","2560","210","8.94","2350","2780","2305","18313636","47784893050","138303692800","54024880"
"003120","일성신약","89100","-1000","-1.11","90000","90000","87800","5837","517407100","237006000000","2660000"
"003200","일신방직","108000","-1500","-1.37","109500","111000","106500","3711","402119000","259200000000","2400000"
"007110","일신석재","2220","85","3.98","2150","2260","2145","3837857","8469182880","171953674200","77456610"
"007570","일양약품","39350","1200","3.15","38600","40500","38150","405198","15902805300","751020878400","19085664"
"007575","일양약품우","42400","700","1.68","41700","42600","41000","6408","267244000","18871392000","445080"
"008500","일정실업","17500","-750","-4.11","18050","18050","16550","15515","265646200","21000000000","1200000"
"081000","일진다이아","40100","0","0.00","40100","40550","40000","32759","1315019300","569539297500","14202975"
"020760","일진디스플","4620","20","0.43","4600","4680","4585","117130","541202440","159243481320","34468286"
"020150","일진머티리얼즈","66300","200","0.30","65300","66800","64900","112452","7440098400","3057148360500","46110835"
"103590","일진전기","4150","70","1.72","4075","4160","4060","319018","1317771860","153883618500","37080390"
"015860","일진홀딩스","5350","80","1.52","5280","5370","5280","120622","643473180","264009034050","49347483"
"226320","잇츠한불","28200","-350","-1.23","28550","28700","28000","71447","2016481350","618406683000","21929315"
"317400","자이에스앤디","10550","150","1.44","10550","10650","10400","190644","2009985750","409155586000","38782520"
"033240","자화전자","19600","650","3.43","18850","19650","18600","190985","3674559350","350840000000","17900000"
"000950","전방","39600","50","0.13","39550","39750","39000","2662","105052750","66528000000","1680000"
"348950","제이알글로벌리츠","5140","-20","-0.39","5150","5160","5130","398888","2050963500","851184000000","165600000"
"194370","제이에스코퍼레이션","20150","-750","-3.59","20800","20800","19450","243789","4845210500","268712360150","13335601"
"025620","제이준코스메틱","2270","-5","-0.22","2245","2270","2165","463667","1025933455","83784406100","36909430"
"036420","제이콘텐트리","47300","1000","2.16","46750","47500","46050","85860","4023059600","775013858300","16385071"
"030000","제일기획","23600","750","3.28","23100","23750","23050","631901","14818092500","2714972910000","115041225"
"271980","제일약품","44900","1950","4.54","43550","50900","43500","1610676","76642942750","660248752800","14704872"
"001560","제일연마","8670","-30","-0.34","8670","8710","8450","36595","312559250","86700000000","10000000"
"002620","제일파마홀딩스","24850","500","2.05","24350","26700","24350","157416","4000158700","396937871750","15973355"
"006220","제주은행","7260","150","2.11","7050","7390","7050","820955","5923769180","233254899240","32128774"
"089590","제주항공","24000","-1100","-4.38","24600","24750","23850","567806","13704012700","923990760000","38499615"
"004910","조광페인트","8690","190","2.24","8500","8690","8460","282320","2429302220","111232000000","12800000"
"004700","조광피혁","54800","1400","2.62","53700","54800","53000","4536","244488800","364372762400","6649138"
"001550","조비","23450","500","2.18","23100","23600","23000","75697","1760696000","121758004550","5192239"
"000480","조선내화","91300","1400","1.56","89000","92000","88700","3592","326652600","365200000000","4000000"
"120030","조선선재","149000","-1500","-1.00","150500","152000","147000","19951","2986540500","187389999000","1257651"
"018470","조일알미늄","974","15","1.56","959","998","954","5001127","4874404124","90408826696","92822204"
"002600","조흥","199500","4500","2.31","199500","201000","195000","887","176637000","119700000000","600000"
"185750","종근당","131500","2500","1.94","130000","132000","128500","49799","6489836500","1502532018500","11426099"
"063160","종근당바이오","60600","200","0.33","60200","61200","59500","95323","5770393000","332449297200","5485962"
"001630","종근당홀딩스","109500","-2000","-1.79","109500","111000","109000","22520","2468937000","548579779500","5009861"
"044380","주연테크","1090","25","2.35","1075","1100","1065","179082","194865190","59527177010","54612089"
"013890","지누스","94500","-2800","-2.88","95800","98000","94200","65155","6232298200","1493142525000","15800450"
"013870","지엠비코리아","7300","0","0.00","7250","7400","7250","44640","326974660","139227644000","19072280"
"071320","지역난방공사","44450","1400","3.25","43400","44850","43200","45070","1993267450","514675170800","11578744"
"010580","지코","306","0","0.00","0","0","0","0","0","19761980616","64581636"
"035000","지투알","6800","220","3.34","6580","6810","6550","79962","536626980","112658381200","16567409"
"088790","진도","5460","10","0.18","5540","5540","5340","127089","687632380","67964682240","12447744"
"003780","진양산업","5600","90","1.63","5520","5650","5450","135339","755032380","72800000000","13000000"
"010640","진양폴리","3745","45","1.22","3700","3760","3675","62921","234425895","37450000000","10000000"
"100250","진양홀딩스","3075","-50","-1.60","3080","3125","3055","320616","989078560","171878022900","55895292"
"051630","진양화학","4105","-10","-0.24","4115","4130","4070","71865","294657680","49260000000","12000000"
"272450","진에어","21350","-4050","-15.94","25000","25100","20500","3665759","81287908550","960750000000","45000000"
"011000","진원생명과학","23000","-1350","-5.54","24000","24200","21750","8808515","201898825050","1039347184000","45189008"
"002780","진흥기업","2330","30","1.30","2310","2345","2275","1307466","3035640910","338949165850","145471745"
"002787","진흥기업2우B","17300","200","1.17","17100","17300","15850","71482","1223669850","5100178400","294808"
"002785","진흥기업우B","7650","-280","-3.53","8000","8000","7420","112651","888011960","6557717700","857218"
"009310","참엔지니어링","1430","-20","-1.38","1450","1465","1415","504601","723208360","79405846520","55528564"
"000650","천일고속","72000","-400","-0.55","72100","75700","72000","7095","518831300","102903840000","1429220"
"033250","체시스","1615","20","1.25","1600","1650","1595","339874","551968070","51680000000","32000000"
"035720","카카오","113000","2500","2.26","111500","114500","111000","1585701","179339009000","50150451465000","443809305"
"006380","카프로","4790","-10","-0.21","4800","4880","4780","298539","1433385935","191600000000","40000000"
"109070","컨버즈","4100","0","0.00","0","0","0","0","0","58401720200","14244322"
"001620","케이비아이동국실업","902","16","1.81","883","912","880","714995","643340342","60309292186","66861743"
"029460","케이씨","27600","-600","-2.13","27200","27650","26550","168516","4602134950","374091614400","13554044"
"344820","케이씨씨글라스","63600","900","1.44","62400","64300","61800","111760","7084012900","1015724563200","15970512"
"281820","케이씨텍","28750","-850","-2.87","29000","29100","28350","146783","4214546950","599769735000","20861556"
"145270","케이탑리츠","2350","170","7.80","2255","2375","2220","4578527","10578004345","108626698450","46224127"
"357120","코람코에너지리츠","6130","40","0.66","6090","6150","6030","133801","811615410","426770600000","69620000"
"007815","코리아써우","7470","-20","-0.27","7370","7640","7310","19221","141569510","22146234300","2964690"
"007810","코리아써키트","12250","50","0.41","12150","12350","12050","56270","686976450","289354199750","23620751"
"00781K","코리아써키트2우B","8830","-260","-2.86","9110","9270","8780","17231","155586560","6920062170","783699"
"003690","코리안리","9690","80","0.83","9400","9710","9350","277244","2661387190","1166376734040","120369116"
"192820","코스맥스","122500","-500","-0.41","124000","125000","120500","63557","7752284000","1231064852500","10049509"
"044820","코스맥스비티아이","18200","-50","-0.27","18150","18350","18000","27203","494210350","174791362200","9603921"
"005070","코스모신소재","24450","450","1.88","24050","24650","23200","567805","13684286950","729470933400","29835212"
"005420","코스모화학","11250","100","0.90","11150","11500","11100","288642","3265844050","310847827500","27630918"
"071950","코아스","1325","25","1.92","1300","1330","1285","489758","640386345","40952053250","30907210"
"002020","코오롱","32100","650","2.07","31800","32250","31300","56775","1811894050","405308274600","12626426"
"003070","코오롱글로벌","25500","350","1.39","25200","25800","24850","65192","1654443050","642866169000","25210438"
"003075","코오롱글로벌우","35200","-950","-2.63","36000","36000","34950","5956","211273700","11010665600","312803"
"144620","코오롱머티리얼","2920","0","0.00","2880","2925","2880","99677","289119100","200483214200","68658635"
"002025","코오롱우","22550","150","0.67","22700","22900","22400","16293","367476000","24272594500","1076390"
"120110","코오롱인더","59700","1500","2.58","58600","60100","58600","158982","9451290200","1610636748000","26978840"
"120115","코오롱인더우","29800","700","2.41","29450","30050","29050","13460","400381450","82482228000","2767860"
"138490","코오롱플라스틱","6230","100","1.63","6120","6270","6120","71748","446685470","236740000000","38000000"
"021240","코웨이","81200","3700","4.77","78100","81900","78100","575384","46504281484","5992529062800","73799619"
"031820","콤텍시스템","1260","-15","-1.18","1275","1275","1250","560113","705923125","85492847160","67851466"
"192400","쿠쿠홀딩스","139000","4000","2.96","140000","143500","136000","12510","1741478500","988628743000","7112437"
"284740","쿠쿠홈시스","49350","3800","8.34","50400","51900","47800","441309","22024039050","1107282235500","22437330"
"015590","큐로","583","-3","-0.51","586","590","581","1428691","835352144","134796384954","231211638"
"264900","크라운제과","14350","-250","-1.71","14100","15000","14100","168734","2429786000","179717247500","12523850"
"26490K","크라운제과우","29350","-1150","-3.77","30150","30450","28500","87160","2540654700","22703986000","773560"
"005740","크라운해태홀딩스","12300","-100","-0.81","12400","12500","12200","66011","813108500","182622368100","14847347"
"005745","크라운해태홀딩스우","25550","-2050","-7.43","26600","26600","24750","46389","1176700500","15348549300","600726"
"020120","키다리스튜디오","14600","300","2.10","14100","14750","14100","112782","1644181500","477972347200","32737832"
"039490","키움증권","126000","2000","1.61","124000","127000","124000","119822","15070512000","3287496996000","26091246"
"014580","태경비케이","4660","170","3.79","4560","4670","4555","192142","888531945","128537246000","27583100"
"015890","태경산업","6750","-50","-0.74","6800","6860","6710","63919","431827030","197294062500","29228750"
"006890","태경케미컬","14750","250","1.72","14700","14900","14350","339258","4979880950","171100000000","11600000"
"003240","태광산업","1198000","-9000","-0.75","1207000","1222000","1174000","1989","2372733000","1333853200000","1113400"
"011280","태림포장","5060","-70","-1.36","5190","5190","5030","210456","1067351520","358278056400","70805940"
"004100","태양금속","1585","0","0.00","1580","1610","1565","765837","1215375230","58169500000","36700000"
"004105","태양금속우","3475","-55","-1.56","3585","3585","3460","82702","289035640","11467500000","3300000"
"009410","태영건설","13450","0","0.00","13500","13800","13400","124165","1679749700","523192868100","38899098"
"009415","태영건설우","18850","-850","-4.31","20550","22500","18750","298479","6071218600","24545376700","1302142"
"001420","태원물산","4715","-70","-1.46","4785","4785","4640","87030","408163505","35834000000","7600000"
"007980","태평양물산","2690","-45","-1.65","2600","2780","2580","1266937","3424429975","129522389030","48149587"
"055490","테이팩스","54900","100","0.18","54600","56000","53800","39446","2152949000","258998985000","4717650"
"078000","텔코웨어","12150","-50","-0.41","12200","12250","12100","12449","151365600","117887877900","9702706"
"214420","토니모리","8000","-50","-0.62","8050","8140","7970","32931","263901720","141120000000","17640000"
"019180","티에이치엔","3395","185","5.76","3210","3435","3210","552888","1866516270","61110000000","18000000"
"363280","티와이홀딩스","26750","350","1.33","27100","27400","26650","287875","7779027450","1074590701250","40171615"
"36328K","티와이홀딩스우","27500","250","0.92","28000","28400","27500","27014","752027800","34521795000","1255338"
"091810","티웨이항공","2920","-240","-7.59","3070","3120","2870","3729726","10982433805","322164414680","110330279"
"004870","티웨이홀딩스","1390","-40","-2.80","1440","1460","1365","458491","640635520","106626559450","76709755"
"005690","파미셀","17850","-500","-2.72","18300","18450","17750","1523972","27435207750","1070267257500","59958950"
"036580","팜스코","7640","-200","-2.55","7860","7860","7600","300334","2310205110","280601484520","36727943"
"004720","팜젠사이언스","12250","-950","-7.20","13250","13500","11900","1828748","22642611700","180233429250","14712933"
"028670","팬오션","6910","90","1.32","6830","6930","6700","4806151","32919580330","3693875327920","534569512"
"010820","퍼스텍","2435","0","0.00","2435","2465","2425","203227","495662655","117029655100","48061460"
"016800","퍼시스","42050","-600","-1.41","43500","43550","41150","18782","792272700","483575000000","11500000"
"001020","페이퍼코리아","2180","5","0.23","2180","2190","2125","56966","123987430","82321885940","37762333"
"090080","평화산업","1235","5","0.41","1220","1235","1210","251294","308109695","67804289865","54902259"
"010770","평화홀딩스","4285","45","1.06","4240","4300","4220","36256","155153275","62670121810","14625466"
"058430","포스코강판","65500","700","1.08","64500","67200","62500","464166","30320673700","393000000000","6000000"
"047050","포스코인터내셔널","22550","1050","4.88","21600","22700","21600","1007439","22526219500","2782109609950","123375149"
"003670","포스코케미칼","144500","1500","1.05","143000","145000","142500","144784","20862079000","11193435290000","77463220"
"007630","폴루스바이오팜","1225","0","0.00","0","0","0","0","0","55134426375","45007695"
"017810","풀무원","20900","-450","-2.11","21050","21300","20150","486878","10049801450","796719265100","38120539"
"103140","풍산","43400","750","1.76","43200","44250","43000","591001","25721853900","1216253665200","28024278"
"005810","풍산홀딩스","28700","200","0.70","28950","29100","28250","36961","1060707900","298753453600","10409528"
"950210","프레스티지바이오파마","30000","-150","-0.50","28900","30600","28850","342184","10197961750","1802884650000","60096155"
"086790","하나금융지주","47200","800","1.72","46400","47450","46300","1136742","53454826150","14171425326400","300242062"
"293480","하나제약","22900","-50","-0.22","22800","23000","22800","22553","515715300","370980000000","16200000"
"039130","하나투어","74700","800","1.08","73800","74700","72700","281767","20832492600","1041257119500","13939185"
"172580","하이골드12호","2375","0","0.00","2365","2375","2365","17651","41851390","30980687500","13044500"
"153360","하이골드3호","1710","10","0.59","1720","1720","1710","31017","53117220","27616140900","16149790"
"352820","하이브","260500","12000","4.83","250000","260500","249000","395521","101891411500","9279989480000","35623760"
"071090","하이스틸","3790","50","1.34","3700","3830","3670","1316171","4997060705","75797877600","19999440"
"019490","하이트론","9100","10","0.11","9070","9100","8000","635198","5412914010","65722056400","7222204"
"000080","하이트진로","36250","-50","-0.14","36650","36900","36250","531928","19410667150","2542343398750","70133611"
"000087","하이트진로2우B","22850","-100","-0.44","23100","23300","22600","6051","138650250","25823653300","1130138"
"000140","하이트진로홀딩스","17500","250","1.45","17200","17500","17150","29587","513619500","406118387500","23206765"
"000145","하이트진로홀딩스우","20000","-500","-2.44","20500","20500","19800","3530","70544750","9416200000","470810"
"152550","한국ANKOR유전","1680","10","0.60","1675","1680","1670","20387","34048480","117633600000","70020000"
"036460","한국가스공사","31800","300","0.95","31500","32000","31200","629914","19891955300","2935553400000","92313000"
"005430","한국공항","44750","-450","-1.00","45200","45350","43550","31314","1399521400","141694386250","3166355"
"071050","한국금융지주","105500","2500","2.43","105000","108000","103000","585832","61808926500","5879092156000","55725992"
"071055","한국금융지주우","87300","2700","3.19","84700","87700","84700","45517","3939708400","511425312300","5858251"
"010040","한국내화","4535","25","0.55","4480","4585","4480","192223","872048400","186239126170","41067062"
"025540","한국단자","83000","-900","-1.07","84100","84900","77000","193003","15982616000","864445000000","10415000"
"004090","한국석유","16350","200","1.24","16350","16500","16000","278588","4524832250","207548862000","12694120"
"002200","한국수출포장","26900","-300","-1.10","27450","27450","26700","20903","563057600","107600000000","4000000"
"002960","한국쉘석유","289500","6500","2.30","286000","290000","285500","8585","2475455000","376350000000","1300000"
"000240","한국앤컴퍼니","19350","350","1.84","19100","19450","19050","394669","7610629050","1836996894000","94935240"
"123890","한국자산신탁","5260","230","4.57","5090","5400","5080","1625794","8548438380","652122975520","123977752"
"015760","한국전력","23950","350","1.48","23650","23950","23600","2102291","50029408600","15375039644150","641964077"
"006200","한국전자홀딩스","1280","25","1.99","1255","1340","1255","1735136","2260262775","59908014080","46803136"
"009540","한국조선해양","154000","1000","0.65","153500","154500","150000","264645","40495277500","10899059864000","70773116"
"023350","한국종합기술","8450","-80","-0.94","8560","8560","8290","125789","1055580800","92527500000","10950000"
"025890","한국주강","2740","60","2.24","2680","2775","2680","129411","352889950","30987369660","11309259"
"000970","한국주철관","9950","-200","-1.97","10150","10250","9920","326041","3262571110","226864975000","22800500"
"104700","한국철강","11400","400","3.64","11050","11400","10700","413211","4602755600","524970000000","46050000"
"017960","한국카본","11750","0","0.00","11650","11800","11600","437138","5101727050","516538894750","43960757"
"161890","한국콜마","57800","200","0.35","57600","58800","57500","226585","13141993700","1322532204000","22881180"
"024720","한국콜마홀딩스","31650","50","0.16","31500","31650","31300","73730","2318344950","587953156350","18576719"
"161390","한국타이어앤테크놀로지","49650","1800","3.76","48800","50200","47850","312891","15530099750","6150397175850","123875069"
"034830","한국토지신탁","2425","85","3.63","2325","2430","2325","1198487","2882699900","612286382750","252489230"
"007280","한국특강","3800","135","3.68","3665","3965","3665","755272","2906928010","202321408800","53242476"
"168490","한국패러랠","1980","0","0.00","1980","1980","1980","13388","26508240","158439600000","80020000"
"010100","한국프랜지","3320","160","5.06","3170","3355","3160","1202311","3951725310","101095394400","30450420"
"047810","한국항공우주","32250","1000","3.20","31500","32550","31300","638648","20481327950","3143572200750","97475107"
"123690","한국화장품","11850","50","0.42","11900","11900","11750","51370","607537400","190405800000","16068000"
"003350","한국화장품제조","35850","100","0.28","35550","35900","35400","15986","570635900","162472200000","4532000"
"011500","한농화성","14700","100","0.68","14500","15050","14500","104728","1540170200","229864517400","15637042"
"002390","한독","29300","400","1.38","28850","29950","28700","211707","6251562050","403271516900","13763533"
"014790","한라","5730","170","3.06","5570","5750","5570","178342","1012398370","222753417660","38874942"
"060980","한라홀딩스","44100","-100","-0.23","44500","44550","43750","40900","1804397700","461818287000","10472070"
"053690","한미글로벌","12050","250","2.12","11900","12100","11650","100458","1200972750","132038477500","10957550"
"042700","한미반도체","34200","1500","4.59","32750","34200","31900","1294112","43271127500","1691527793400","49459877"
"008930","한미사이언스","72200","5100","7.60","67200","73900","67100","1069689","76105078000","4859392914200","67304611"
"128940","한미약품","353500","13500","3.97","339500","363500","339500","228585","80836916000","4269672687000","12078282"
"009240","한샘","108000","2000","1.89","106500","111500","106500","59747","6513827500","2541664224000","23533928"
"020000","한섬","46750","100","0.21","46650","47450","46050","94618","4440642250","1151452500000","24630000"
"003680","한성기업","8660","120","1.41","8510","8660","8450","154872","1330996220","53774399900","6209515"
"105630","한세실업","25350","-300","-1.17","25700","26600","25000","438556","11281593650","1014000000000","40000000"
"069640","한세엠케이","4580","-75","-1.61","4655","4750","4555","112025","519584310","59124694760","12909322"
"016450","한세예스24홀딩스","9160","150","1.66","9060","9250","9040","106939","977933860","366400000000","40000000"
"010420","한솔PNS","2200","-20","-0.90","2220","2230","2195","159671","353600105","45084626400","20493012"
"009180","한솔로지스틱스","3395","25","0.74","3370","3440","3360","532545","1804072050","93285857875","27477425"
"213500","한솔제지","16250","-50","-0.31","16300","16450","16150","172551","2811676100","386759360000","23800576"
"014680","한솔케미칼","235000","500","0.21","238000","239000","234500","39751","9418291500","2663770825000","11335195"
"004710","한솔테크닉스","8930","0","0.00","8910","8950","8510","712183","6181435410","286741210540","32109878"
"004150","한솔홀딩스","4410","15","0.34","4360","4435","4360","206125","904254480","185257824570","42008577"
"025750","한솔홈데코","2255","35","1.58","2230","2265","2185","3080058","6872909650","181674410995","80565149"
"004960","한신공영","25600","600","2.40","25400","25700","24950","73968","1882133950","296209971200","11570702"
"011700","한신기계","2475","65","2.70","2415","2510","2390","1312420","3229375300","80304223725","32446151"
"001750","한양증권","15000","150","1.01","14550","15000","14550","70067","1034883850","190928010000","12728534"
"001755","한양증권우","23750","-350","-1.45","23800","23950","23500","4359","103443800","12468750000","525000"
"018880","한온시스템","16550","550","3.44","16250","16650","15950","912317","15002706200","8834390000000","533800000"
"009420","한올바이오파마","21400","100","0.47","21300","21600","21100","198917","4264019550","1117949653200","52240638"
"014130","한익스프레스","6870","10","0.15","6850","6970","6800","117592","807443350","82440000000","12000000"
"300720","한일시멘트","163000","5500","3.49","157500","163000","157500","15120","2429478000","1128963102000","6926154"
"002220","한일철강","3280","85","2.66","3210","3340","3205","260688","852376560","86583275200","26397340"
"006390","한일현대시멘트","41100","950","2.37","40200","41200","40200","55631","2270273950","730533388500","17774535"
"003300","한일홀딩스","14600","150","1.04","14400","14750","14250","28338","411775350","420710388000","28815780"
"051600","한전KPS","40150","1550","4.02","38600","41450","38550","1006648","40733547350","1806750000000","45000000"
"052690","한전기술","46100","4150","9.89","43500","46650","43300","1592174","71899158950","1761942000000","38220000"
"130660","한전산업","5180","120","2.37","5070","5230","4985","463728","2385275680","168868000000","32600000"
"002320","한진","39400","-400","-1.01","39850","40000","39250","118698","4682115050","588936543200","14947628"
"097230","한진중공업","8030","10","0.12","7950","8060","7880","136642","1090808710","668692476430","83274281"
"003480","한진중공업홀딩스","4580","105","2.35","4480","4665","4475","250189","1150111775","135246538960","29529812"
"180640","한진칼","65700","-300","-0.45","65500","67000","65000","307189","20282552500","4353456367800","66262654"
"18064K","한진칼우","47000","-1850","-3.79","48850","48950","46600","56478","2674043250","25228002000","536766"
"005110","한창","1300","40","3.17","1270","1310","1270","2211126","2863047025","86827349700","66790269"
"009460","한창제지","2465","5","0.20","2460","2485","2445","753756","1854684195","147080352990","59667486"
"000880","한화","30650","350","1.16","30100","30950","30100","610470","18709629800","2297485227750","74958735"
"00088K","한화3우B","15600","150","0.97","15450","15650","15450","39328","613076100","350563200000","22472000"
"088350","한화생명","3855","45","1.18","3845","3975","3840","9820999","38296107205","3348183150000","868530000"
"000370","한화손해보험","4615","0","0.00","4620","4745","4585","1340445","6219781230","538750092725","116738915"
"009830","한화솔루션","44250","-400","-0.90","44850","45050","44050","977573","43296965800","8464073492250","191278497"
"009835","한화솔루션우","54300","400","0.74","53400","54500","53200","5674","305353300","61018919100","1123737"
"272210","한화시스템","16950","250","1.50","16800","17150","16700","594211","10087045900","1868405093550","110230389"
"012450","한화에어로스페이스","44050","1650","3.89","42800","44700","42500","1124351","49205437550","2230251500000","50630000"
"000885","한화우","46550","50","0.11","46500","46850","46500","2956","137698200","22311135700","479294"
"003530","한화투자증권","4920","120","2.50","4810","5010","4805","2989254","14746797965","1055575053000","214547775"
"003535","한화투자증권우","28050","-200","-0.71","27950","29350","27600","389397","11015534700","134640000000","4800000"
"195870","해성디에스","32400","450","1.41","31850","32450","31500","113075","3626698400","550800000000","17000000"
"101530","해태제과식품","10900","200","1.87","10500","10950","10400","133845","1431962800","317373359800","29116822"
"143210","핸즈코퍼레이션","6530","80","1.24","6380","6560","6380","42279","273867910","142767140040","21863268"
"000720","현대건설","53800","1200","2.28","53300","54000","53000","812205","43537990600","5990940157000","111355765"
"267270","현대건설기계","58200","1600","2.83","56900","59400","56900","351555","20497173900","1146586152600","19700793"
"000725","현대건설우","225000","-2000","-0.88","232500","232500","223000","3585","810498000","22242600000","98856"
"005440","현대그린푸드","11000","-250","-2.22","11250","11300","10850","1236656","13579703000","1074749302000","97704482"
"086280","현대글로비스","188000","4500","2.45","185000","188500","184500","103972","19482018000","7050000000000","37500000"
"064350","현대로템","20900","650","3.21","20450","20900","20400","1542989","31931973900","2281073923700","109142293"
"079430","현대리바트","18100","-100","-0.55","18200","18200","17850","116510","2103458500","371688604200","20535282"
"012330","현대모비스","278000","1500","0.54","278000","282500","276500","317873","88853342000","26352480132000","94793094"
"010620","현대미포조선","93900","2900","3.19","91500","94900","88600","493447","45432378300","3750567791100","39942149"
"069960","현대백화점","92300","1400","1.54","91600","92700","90700","139042","12723196200","2160045304300","23402441"
"004560","현대비앤지스틸","21500","1100","5.39","20250","21500","20250","578465","12131588350","324194436500","15078811"
"004565","현대비앤지스틸우","99000","1800","1.85","97500","103000","97500","2533","252930600","10875348000","109852"
"004310","현대약품","7010","40","0.57","6970","7040","6950","134707","944542170","224320000000","32000000"
"322000","현대에너지솔루션","32000","-100","-0.31","32050","32400","31850","36865","1179372800","358400000000","11200000"
"017800","현대엘리베이","51900","1400","2.77","51100","52600","51000","665328","34466007600","2118308412900","40815191"
"307950","현대오토에버","106500","1500","1.43","105000","108000","105000","27844","2967744000","2920654083000","27423982"
"011210","현대위아","78700","-200","-0.25","78500","80000","78200","324236","25624135100","2140253032100","27195083"
"267260","현대일렉트릭","22900","750","3.39","22200","23200","22200","283467","6479289150","825479391500","36047135"
"004020","현대제철","57500","2600","4.74","54900","58200","54900","1272595","72552214000","7673132637500","133445785"
"267250","현대중공업지주","75700","1100","1.47","75000","76000","74400","156583","11771418400","5979776534500","78993085"
"005380","현대차","231000","4000","1.76","227500","232500","226000","1034501","238825803000","49357351197000","213668187"
"005387","현대차2우B","111500","500","0.45","110000","112500","110000","71319","7970273500","4068127786500","36485451"
"005389","현대차3우B","105000","1000","0.96","104000","105500","103500","7883","826171500","255017175000","2428735"
"005385","현대차우","112000","1000","0.90","110500","112500","110000","27789","3108083000","2727948720000","24356685"
